
admin.logentry:id,action_time,user,content_type,object_id,object_repr,action_flag,change_message
32,2008-11-04 02:11:20,1,9,456,"U.S. Senate, Colorado (2008)",2,Changed deck.
31,2008-11-04 02:09:41,1,10,1160,John Sidney McCain III (Republican),2,Changed is_key.
30,2008-11-04 02:09:33,1,10,1161,Barack Hussein Obama Jr. (Democratic),2,Changed is_key.
29,2008-11-04 02:08:36,1,10,1519,Robert W. Schaffer (Republican),2,Changed is_key.
28,2008-11-04 02:08:12,1,10,1520,Mark E. Udall (Democratic),2,Changed is_key.
27,2008-11-04 02:07:33,1,10,1510,Mark Begich (Democratic),2,Changed is_key.
26,2008-11-04 02:06:23,1,9,468,"U.S. Senate, Oklahoma (2008)",2,Changed last_race and deck.
25,2008-11-04 02:05:52,1,9,456,"U.S. Senate, Colorado (2008)",2,Changed deck.
24,2008-11-04 02:05:33,1,9,472,"U.S. Senate, New Mexico (2008)",2,Changed headline and deck.
23,2008-11-04 02:05:13,1,9,470,"U.S. Senate, New Hampshire (2008)",2,Changed headline and deck.
22,2008-11-04 02:03:18,1,9,474,"U.S. Senate, Kentucky (2008)",2,Changed headline and deck.
21,2008-11-04 02:03:00,1,9,454,"U.S. Senate, Alaska (2008)",2,Changed headline and deck.
20,2008-11-04 02:01:38,1,9,454,"U.S. Senate, Alaska (2008)",2,"Changed last_race, headline, deck and body."
19,2008-11-04 02:00:24,1,9,474,"U.S. Senate, Kentucky (2008)",2,"Changed last_race, headline and body."
18,2008-11-04 01:59:42,1,9,470,"U.S. Senate, New Hampshire (2008)",2,"Changed last_race, headline and body."
17,2008-11-04 01:59:01,1,9,472,"U.S. Senate, New Mexico (2008)",2,"Changed last_race, is_key, headline and body."
16,2008-11-04 01:56:59,1,9,456,"U.S. Senate, Colorado (2008)",2,"Changed last_race, is_key, headline and body."
15,2008-11-04 01:54:27,1,9,468,"U.S. Senate, Oklahoma (2008)",2,Changed headline and body.
14,2008-11-04 01:10:47,1,10,1514,Ted Stevens (Republican),2,Changed is_key.
13,2008-11-04 01:10:25,1,10,1571,Mitch McConnell (Republican),2,Changed is_key.
12,2008-11-04 01:09:39,1,10,1570,William Bruce Lunsford (Democratic),2,Changed is_key.
11,2008-11-04 01:09:03,1,10,1562,John E. Sununu (Republican),2,Changed is_key.
10,2008-11-04 01:08:35,1,10,1561,Jeanne Shaheen (Democratic),2,Changed is_key.
9,2008-11-04 01:07:29,1,10,1565,Stevan E. Pearce (Republican),2,Changed is_key.
8,2008-11-04 01:07:17,1,10,1566,Tom S. Udall (Democratic),2,Changed is_key.
7,2008-11-04 01:06:12,1,10,1553,James M. Inhofe (Republican),2,Changed is_key.
6,2008-11-04 01:05:48,1,10,1554,Andrew Rice (Democratic),2,Changed is_key.
5,2008-11-04 01:05:13,1,9,454,"U.S. Senate, Alaska (2008)",2,Changed is_key.
4,2008-11-04 01:04:57,1,9,474,"U.S. Senate, Kentucky (2008)",2,Changed is_key.
3,2008-11-04 01:04:40,1,9,470,"U.S. Senate, New Hampshire (2008)",2,Changed is_key.
2,2008-11-04 01:04:06,1,9,468,"U.S. Senate, Oklahoma (2008)",2,Changed is_key.
1,2008-11-04 01:03:22,1,9,950,President of the United States (2008),2,Changed is_key.

auth.permission:id,name,content_type,codename
1,Can add log entry,1,add_logentry
2,Can change log entry,1,change_logentry
3,Can delete log entry,1,delete_logentry
7,Can add group,3,add_group
13,Can add message,5,add_message
4,Can add permission,2,add_permission
10,Can add user,4,add_user
8,Can change group,3,change_group
14,Can change message,5,change_message
5,Can change permission,2,change_permission
11,Can change user,4,change_user
9,Can delete group,3,delete_group
15,Can delete message,5,delete_message
6,Can delete permission,2,delete_permission
12,Can delete user,4,delete_user
16,Can add content type,6,add_contenttype
17,Can change content type,6,change_contenttype
18,Can delete content type,6,delete_contenttype
34,Can add endorsement,12,add_endorsement
31,Can add organization,11,add_organization
35,Can change endorsement,12,change_endorsement
32,Can change organization,11,change_organization
36,Can delete endorsement,12,delete_endorsement
33,Can delete organization,11,delete_organization
28,Can add candidate,10,add_candidate
25,Can add race,9,add_race
29,Can change candidate,10,change_candidate
26,Can change race,9,change_race
30,Can delete candidate,10,delete_candidate
27,Can delete race,9,delete_race
19,Can add session,7,add_session
20,Can change session,7,change_session
21,Can delete session,7,delete_session
22,Can add site,8,add_site
23,Can change site,8,change_site
24,Can delete site,8,delete_site

auth.user:id,username,first_name,last_name,email,password,is_staff,is_active,is_superuser,last_login,date_joined,groups,user_permissions
1,admin, , ,admin@envirovote.us,sha1$82540$63ad33deebdc60d4769c8c22e7f5f6481dcf6d89,True,True,True,2008-11-04 01:02:48,2008-11-01 19:59:16,,

contenttypes.contenttype:id,name,app_label,model
10,candidate,races,candidate
6,content type,contenttypes,contenttype
12,endorsement,endorsements,endorsement
3,group,auth,group
1,log entry,admin,logentry
5,message,auth,message
11,organization,endorsements,organization
2,permission,auth,permission
9,race,races,race
7,session,sessions,session
8,site,sites,site
4,user,auth,user

sessions.session:session_key,session_data,expire_date
cc976bcbc45d095ce6e6ebec56924681,"gAJ9cQEoVRJfYXV0aF91c2VyX2JhY2tlbmRxAlUpZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5k
cy5Nb2RlbEJhY2tlbmRxA1UNX2F1dGhfdXNlcl9pZHEESwF1Ljg5YTZjYTMyNTdhNmIzNWVlODk2
NTE5NzcxNjJmODFl
",2008-11-18 01:02:48

sites.site:id,domain,name
1080,Virgil H. Goode Jr.,Republican,http://votesmart.org/canphoto/527.JPG,421,False,1,,,527,
1081,Robert W. Goodlatte,Republican,http://votesmart.org/canphoto/27116.jpg,412,False,1,,,27116,
1082,Anita Hartke,Democratic,,414,False,0,,,109347,
1083,Nathan D. Larson,Libertarian,http://votesmart.org/canphoto/109341.jpg,416,False,0,,,109341,
1084,Andrea R. Miller,Democratic,http://votesmart.org/canphoto/109343.gif,420,False,0,,,109343,
1085,James P. Moran Jr.,Democratic,http://votesmart.org/canphoto/27118.jpg,418,False,1,,,27118,
1086,Neeraj C. Nigam,Independent,http://votesmart.org/canphoto/65138.jpg,419,False,0,,,65138,
1087,Glenn C. Nye III,Democratic,,417,False,0,,,109342,
1088,Joseph P. Oddo,Independent Green,http://votesmart.org/canphoto/50887.jpg,415,False,0,,,50887,
1089,Tom S. Perriello,Democratic,,421,False,0,,,109344,
1090,Sam Rasoul,Democratic,,412,False,0,,,109345,
1091,Robert C. Scott,Democratic,http://votesmart.org/canphoto/27117.JPG,422,False,1,,,27117,
1092,Robert J. Wittman,Republican,http://votesmart.org/canphoto/58133.JPG,416,False,1,,,58133,
1093,Frank Rudolph Wolf,Republican,http://votesmart.org/canphoto/27120.jpg,419,False,1,,,27120,
1094,Thomas D. Abrams,"Nominated by Petition, Prosperity Not War",http://votesmart.org/canphoto/54982.jpg,423,False,0,,,54982,
1095,John H. Adler,Democratic,http://votesmart.org/canphoto/4171.jpg,424,False,1,,,4171,
1096,Robert E. Andrews,Democratic,http://votesmart.org/canphoto/26949.jpg,425,False,1,,,26949,
1097,Alan R. Bateman,Republican,,426,False,0,,,104682,
1098,Peter F. Boyce,"Constitution Party of NJ, Nominated by Petition",http://votesmart.org/canphoto/108019.jpg,427,False,0,,,108019,
1099,Margaret M. Chapman,"Back to Basics, Nominated by Petition",,425,False,0,,,108016,
1100,David J Corsi,"Common Sense Ideas, Nominated by Petition",,426,False,0,,,108047,
1101,Derek DeMarco,"Libertarian Party, Nominated by Petition",http://votesmart.org/canphoto/80416.jpg,428,False,0,,,80416,
1102,Ed Fanning,"Green Party, Nominated by Petition",http://votesmart.org/canphoto/108036.jpg,429,False,0,,,108036,
1103,Julio Fernandez,"No Slogan Provided, Nominated by Petition",,430,False,0,,,58639,
1104,Rodney P. Frelinghuysen,Republican,http://votesmart.org/canphoto/22177.JPG,431,False,1,,,22177,
1105,Scott Garrett,Republican,http://votesmart.org/canphoto/4430.JPG,429,False,1,,,4430,
1106,Dale M. Glading,Republican,,425,False,0,,,104662,
1107,Dean Greco,"All-Day Breakfast Party, Nominated by Petition",http://votesmart.org/canphoto/108041.png,423,False,0,,,108041,
1108,Jason M. Grover,"Green Party, Nominated by Petition",,427,False,0,,,108030,
1109,Rush D. Holt Jr.,Democratic,http://votesmart.org/canphoto/22574.jpg,426,False,1,,,22574,
1110,Michael Hsing,"Hsing for Congress, Nominated by Petition",http://votesmart.org/canphoto/75595.jpg,423,False,0,,,75595,
1111,David Kurkowski,Democratic,,427,False,0,,,104667,
1112,Leonard Lance,Republican,http://votesmart.org/canphoto/4443.jpg,423,False,1,,,4443,
1113,Alvin Lindsay Jr.,"Lindsay for Congress, Nominated by Petition",,425,False,0,,,108009,
1114,Frank A. LoBiondo,Republican,,427,False,1,,,21890,
1115,Robert E. McLeod,Republican,http://votesmart.org/canphoto/104673.jpg,432,False,0,,,104673,
1116,Vincent Micco,Republican,,433,False,0,,,59305,
1117,Chris Myers,Republican,,424,False,0,,,104670,
1118,Frank J. Pallone Jr.,Democratic,http://votesmart.org/canphoto/26951.jpg,432,False,1,,,26951,
1119,William J. Pascrell Jr.,Democratic,http://votesmart.org/canphoto/478.jpg,428,False,1,,,478,
1120,Donald M. Payne,Democratic,http://votesmart.org/canphoto/26957.JPG,434,False,1,,,26957,
1121,Michael Perrone Jr.,"Independent, Nominated by Petition, Progressive",,433,False,0,,,17452,
1122,Steven R. Rothman,Democratic,http://votesmart.org/canphoto/481.JPG,433,False,1,,,481,
1123,Costantino Rozzo,"Nominated by Petition, Socialist Party USA",http://votesmart.org/canphoto/43376.JPG,427,False,0,,,43376,
1124,Dennis Shulman,Democratic,,429,False,0,,,104672,
1125,Albio Sires,Democratic,http://votesmart.org/canphoto/22510.jpg,430,False,1,,,22510,
1126,Christopher H. Smith,Republican,http://votesmart.org/canphoto/26952.jpg,435,False,1,,,26952,
1127,Gary S. Stein,"Nominated by Petition, Rock the Boat",http://votesmart.org/canphoto/108022.jpg,427,False,0,,,108022,
1128,Linda D. Stender,Democratic,http://votesmart.org/canphoto/55038.jpg,423,False,1,,,55038,
1129,Roland Straten,Republican,,428,False,0,,,104678,
1130,Michael Taber,"Nominated by Petition, Socialist Workers Party",,434,False,0,,,108045,
1131,Herbert L. Tarbous,"Nominated by Petition, Regular Independent",http://votesmart.org/canphoto/68802.jpg,432,False,0,,,68802,
1132,Chandler Tedholm,"For the People, Nominated by Petition",http://votesmart.org/canphoto/108046.jpg,431,False,0,,,108046,
1133,Matthew J. Thieke,"Green Party, Nominated by Petition",,425,False,0,,,59158,
1134,Joseph Turula,Republican,,430,False,0,,,104683,
1135,Louis J. Vernotico,"Eliminate the Primary, Nominated by Petition",http://votesmart.org/canphoto/55091.jpg,430,False,0,,,55091,
1136,Steven Welzer,"Green Party, Nominated by Petition",http://votesmart.org/canphoto/108035.jpg,435,False,0,,,108035,
1137,Everitt M. Williams III,"Nominated by Petition, Think Independently",,425,False,0,,,108014,
1138,Tom Wyka,Democratic,http://votesmart.org/canphoto/59311.JPG,431,False,0,,,59311,
1139,Joshua M. Zeitz,Democratic,,435,False,0,,,104671,
1140,Travis W. Childers,Democratic,,436,False,1,,,101982,
1141,Richard T. Cook,Republican,http://votesmart.org/canphoto/101983.jpg,437,False,0,,,101983,
1142,Greg Davis,Republican,,436,False,0,,,101980,
1143,Joel L. Gill,Democratic,http://votesmart.org/canphoto/101987.JPG,438,False,0,,,101987,
1144,Gregg Harper,Republican,,438,False,0,,,101985,
1145,John McCay III,Republican,http://votesmart.org/canphoto/101991.jpg,439,False,0,,,101991,
1146,Wally Sam Pang,Independent,,436,False,0,,,69867,
1147,Gene Taylor,Democratic,http://votesmart.org/canphoto/26932.jpg,439,False,1,,,26932,
1148,Bennie G. Thompson,Democratic,http://votesmart.org/canphoto/26929.JPG,437,False,1,,,26929,
1149,John M. Wages Jr.,Green Party,http://votesmart.org/canphoto/103152.gif,436,False,0,,,103152,
1150,Rodney M. Alexander,Republican,http://votesmart.org/canphoto/4545.jpg,440,False,1,,,4545,
1151,Charles W. Boustany Jr.,Republican,http://votesmart.org/canphoto/35514.jpg,441,False,1,,,35514,
1152,William Cassidy,Republican,http://votesmart.org/canphoto/69494.jpg,442,False,0,,,69494,
1153,Donald J. Cazayoux Jr.,Democratic,,442,False,1,,,35272,
1154,Donald R. Cravins Jr.,Democratic,,441,False,0,,,35510,
1155,Jim Harlan,Democratic,,443,False,0,,,108761,
1156,Michael L. Jackson,No Party,,442,False,0,,,35253,
1157,Charles J. Melancon Sr.,Democratic,http://votesmart.org/canphoto/35601.jpg,444,False,1,,,35601,
1158,Stephen J. Scalise,Republican,http://votesmart.org/canphoto/9026.JPG,443,False,1,,,9026,
1159,Peter Vidrine,Other,http://votesmart.org/canphoto/1937.jpg,441,False,0,,,1937,
1160,John Sidney McCain III,Republican,http://votesmart.org/canphoto/53270.jpg,950,True,1,, ,53270, 
1161,Barack Hussein Obama Jr.,Democratic,http://votesmart.org/canphoto/9490.JPG,950,True,1,, ,9490, 
1162,Cynthia Ann McKinney,Green Party,http://votesmart.org/canphoto/26826.JPG,950,False,0,,,26826,
1163,Robert Laurence Barr Jr.,Libertarian,http://votesmart.org/canphoto/22028.jpg,950,False,0,,,22028,
1164,Ralph Nader,Independent,http://votesmart.org/canphoto/2508.JPG,950,False,0,,,2508,
1165,Gene Amondson,Prohibition,http://votesmart.org/canphoto/53244.jpg,950,False,0,,,53244,
1166,Charles O. Baldwin,Constitution,http://votesmart.org/canphoto/53051.JPG,950,False,0,,,53051,
1167,Roger Calero,Socialist Workers Party,,950,False,0,,,69450,
1168,Charles Jay,Boston Tea Party,,950,False,0,,,110492,
1169,Alan L. Keyes,Independent,http://votesmart.org/canphoto/96136.jpg,950,False,0,,,96136,
1170,Gloria Estela La Riva,Party for Socialism and Liberation,http://votesmart.org/canphoto/16457.JPG,950,False,0,,,16457,
1171,Brian P. Moore,Socialist,http://votesmart.org/canphoto/30971.JPG,950,False,0,,,30971,
1172,Thomas Robert Stevens,Objectivist,,950,False,0,,,110495,
1173,Ted C. Weill,Reform,http://votesmart.org/canphoto/53036.JPG,950,False,0,,,53036,
1477,Scott Avery Boman,Libertarian,http://votesmart.org/canphoto/790.jpg,445,False,0,,,790,
1478,Douglas P. Dern,Natural Law Party,http://votesmart.org/canphoto/37454.JPG,445,False,0,,,37454,
1479,Jacob W. Hoogendyk Jr.,Republican,http://votesmart.org/canphoto/37348.jpg,445,False,0,,,37348,
1480,Carl Levin,Democratic,http://votesmart.org/canphoto/53307.JPG,445,False,1,,,53307,
1481,Harley G. Mikkelson,Green Party,http://votesmart.org/canphoto/37761.jpg,445,False,0,,,37761,
1482,Michael N. Nikitin,U.S. Taxpayers,,445,False,0,,,68036,
1483,Max S. Baucus,Democratic,http://votesmart.org/canphoto/53315.jpg,446,False,1,,,53315,
1484,Bob Kelleher,Republican,http://votesmart.org/canphoto/40683.jpg,446,False,0,,,40683,
1485,Pro-Life,Independent,http://votesmart.org/canphoto/33099.jpg,447,False,0,,,33099,
1486,Larry LaRocco,Democratic,,447,False,0,,,26829,
1487,Kent A. Marmon,Libertarian,http://votesmart.org/canphoto/103814.jpg,447,False,0,,,103814,
1488,Rex Rammell,Independent,,447,False,0,,,33041,
1489,James E. Risch,Republican,,447,False,0,,,2919,
1490,Allen Buckley,Libertarian,,448,False,0,,,32098,
1491,C. Saxby Chambliss,Republican,http://votesmart.org/canphoto/22029.JPG,448,False,1,,,22029,
1492,James Martin,Democratic,http://votesmart.org/canphoto/7928.JPG,448,False,0,,,7928,
1493,Charles A. Aldrich,Libertarian,http://votesmart.org/canphoto/38547.jpg,449,False,0,,,38547,
1494,Dean M. Barkley,Independence,,449,False,0,,,1289,
1495,Norm Coleman,Republican,http://votesmart.org/canphoto/20239.jpg,449,False,1,,,20239,
1496,Al Franken,Democratic/Farmer/Labor,,449,False,0,,,108924,
1497,James J. Niemackl,Constitution,,449,False,0,,,108940,
1498,Joseph R. Biden Jr.,Democratic,http://votesmart.org/canphoto/53279.jpg,450,False,1,,,53279,
1499,Christine T. O'Donnell,Republican,,450,False,0,,,65777,
1500,Thomas Harkin,Democratic,http://votesmart.org/canphoto/53294.jpg,451,False,1,,,53294,
1501,Christopher Reed,Republican,http://votesmart.org/canphoto/103292.bmp,451,False,0,,,103292,
1502,Kathleen J. Cummings,Green,http://votesmart.org/canphoto/67119.jpg,452,False,0,,,67119,
1503,Richard J. Durbin,Democratic,http://votesmart.org/canphoto/26847.jpg,452,False,1,,,26847,
1504,Chad Koppie,Constitution Party of Illinois,,452,False,0,,,18353,
1505,Steve Sauerberg,Republican,,452,False,0,,,101960,
1506,Larry A. Stafford,Libertarian,http://votesmart.org/canphoto/108570.JPG,452,False,0,,,108570,
1507,Christopher S. Cole,Libertarian,http://votesmart.org/canphoto/12999.jpg,453,False,0,,,12999,
1508,Elizabeth H. Dole,Republican,http://votesmart.org/canphoto/41533.JPG,453,False,1,,,41533,
1509,Kay R. Hagan,Democratic,http://votesmart.org/canphoto/21082.jpg,453,False,1,,,21082,
1510,Mark Begich,Democratic, ,454,True,0,, ,79426, 
1511,Bob Bird,Alaskan Independence,,454,False,0,,,107612,
1512,Ted Gianoutsos,Nominated by Petition,,454,False,0,,,27156,
1513,Frederick D. Haase,Libertarian,http://votesmart.org/canphoto/107616.jpg,454,False,0,,,107616,
1514,Ted Stevens,Republican,http://votesmart.org/canphoto/53268.jpg,454,True,1,, ,53268, 
1515,Rebekah J. Kennedy,Green Party,http://votesmart.org/canphoto/104896.JPG,455,False,0,,,104896,
1516,Mark Lunsford Pryor,Democratic,http://votesmart.org/canphoto/35.jpg,455,False,1,,,35,
1517,Douglas Campbell,American Constitution Party,http://votesmart.org/canphoto/29892.JPG,456,False,0,,,29892,
1518,Robert A. Kinsey,Green Party,http://votesmart.org/canphoto/30118.jpg,456,False,0,,,30118,
1519,Robert W. Schaffer,Republican,http://votesmart.org/canphoto/568.JPG,456,True,0,, ,568, 
1520,Mark E. Udall,Democratic,http://votesmart.org/canphoto/12329.jpg,456,True,1,, ,12329, 
1521,Randall L. Hodgkinson,Libertarian,http://votesmart.org/canphoto/109704.jpg,457,False,0,,,109704,
1522,Joseph L. Martin,Reform,http://votesmart.org/canphoto/109705.jpg,457,False,0,,,109705,
1523,Pat Roberts,Republican,http://votesmart.org/canphoto/26866.jpg,457,False,1,,,26866,
1524,Jim Slattery,Democratic,,457,False,0,,,26867,
1525,David M. Brownlow,Constitution,,458,False,0,,,46397,
1526,Jeffery A. Merkley,"Democratic, Independent",http://votesmart.org/canphoto/23644.JPG,458,False,1,,,23644,
1527,Gordon Harold Smith,Republican,http://votesmart.org/canphoto/425.jpg,458,False,1,,,425,
1528,Vivian Davis Figures,Democratic,http://votesmart.org/canphoto/15216.JPG,459,False,1,,,15216,
1529,Jefferson B. Sessions III,Republican,http://votesmart.org/canphoto/443.JPG,459,False,1,,,443,
1530,John Francis Reed,Democratic,http://votesmart.org/canphoto/27060.jpg,460,False,1,,,27060,
1531,Robert G. Tingle,Republican,,460,False,0,,,24198,
1532,Bob Conley,Democratic,,461,False,0,,,105092,
1533,Lindsey O. Graham,Republican,http://votesmart.org/canphoto/21992.jpg,461,False,1,,,21992,
1534,Joel D. Dykstra,Republican,,462,False,1,,,48443,
1535,Tim P. Johnson,Democratic,http://votesmart.org/canphoto/27067.JPG,462,False,1,,,27067,
1536,John Cornyn,Republican,http://votesmart.org/canphoto/15375.jpg,463,False,1,,,15375,
1537,Rick Noriega,Democratic,http://votesmart.org/canphoto/25374.jpg,463,False,1,,,25374,
1538,Yvonne Adams Schick,Libertarian,http://votesmart.org/canphoto/59461.jpg,463,False,0,,,59461,
1539,Lamar Alexander,Republican,http://votesmart.org/canphoto/15691.jpg,464,False,1,,,15691,
1540,Edward L. Buck,Independent,,464,False,0,,,104716,
1541,Christopher G. Fenner,Independent,http://votesmart.org/canphoto/53075.JPG,464,False,0,,,53075,
1542,David Gatchell,Independent,,464,False,0,,,67006,
1543,Ed Lawhorn,Independent,http://votesmart.org/canphoto/104717.bmp,464,False,0,,,104717,
1544,Daniel Towers Lewis,Independent,http://votesmart.org/canphoto/48910.jpg,464,False,0,,,48910,
1545,Christopher J. Lugo,Independent,http://votesmart.org/canphoto/67005.jpg,464,False,0,,,67005,
1546,Robert D. Tuke,Democratic,http://votesmart.org/canphoto/104715.jpg,464,False,0,,,104715,
1547,John D. Rockefeller IV,Democratic,http://votesmart.org/canphoto/53360.jpg,465,False,1,,,53360,
1548,M. Jay Wolfe,Republican,,465,False,0,,,52118,
1549,Michael B. Enzi,Republican,http://votesmart.org/canphoto/558.JPG,466,False,1,,,558,
1550,Christopher Rothfuss,Democratic,http://votesmart.org/canphoto/106281.jpg,466,False,0,,,106281,
1551,John Barrasso,Republican,http://votesmart.org/canphoto/52662.JPG,467,False,1,,,52662,
1552,Nicholas H. Carter,Democratic,http://votesmart.org/canphoto/106282.jpg,467,False,0,,,106282,
1553,James M. Inhofe,Republican,http://votesmart.org/canphoto/27027.jpg,468,True,1,, ,27027, 
1554,Andrew Rice,Democratic,http://votesmart.org/canphoto/65051.jpg,468,True,0,, ,65051, 
1555,Stephen P. Wallace,Independent,,468,False,0,,,106410,
1556,Mike O. Johanns,Republican,http://votesmart.org/canphoto/21309.JPG,469,False,0,,,21309,
1557,Scott Kleeb,Democratic,http://votesmart.org/canphoto/57775.JPG,469,False,0,,,57775,
1558,Steven R. Larrick,Green,,469,False,0,,,42000,
1559,Kelly Renee Rosberg,Nebraska,,469,False,0,,,103088,
1560,Ken Blevens Sr.,Libertarian,http://votesmart.org/canphoto/615.jpg,470,False,0,,,615,
1561,Jeanne Shaheen,Democratic,http://votesmart.org/canphoto/1663.JPG,470,True,0,, ,1663, 
1562,John E. Sununu,Republican,http://votesmart.org/canphoto/617.jpg,470,True,1,, ,617, 
1563,Thomas H. Allen,Democratic,,471,False,1,,,380,
1564,Susan M. Collins,Republican,http://votesmart.org/canphoto/379.JPG,471,False,1,,,379,
1565,Stevan E. Pearce,Republican,http://votesmart.org/canphoto/10655.jpg,472,True,1,, ,10655, 
1566,Tom S. Udall,Democratic,http://votesmart.org/canphoto/22658.jpg,472,True,1,, ,22658, 
1567,Jeffrey K. Beatty,Republican,,473,False,0,,,67666,
1568,John Forbes Kerry,Democratic,http://votesmart.org/canphoto/53306.JPG,473,False,1,,,53306,
1569,Robert J. Underwood,Libertarian,,473,False,0,,,68139,
1570,William Bruce Lunsford,Democratic, ,474,True,0,, ,35055, 
1571,Mitch McConnell,Republican,http://votesmart.org/canphoto/53298.JPG,474,True,1,, ,53298, 
1572,James S. Gilmore III,Republican,http://votesmart.org/canphoto/17457.jpg,475,False,0,,,17457,
1573,Glenda Gail Parker,Independent Green,,475,False,0,,,57155,
1574,William B. Redpath,Libertarian,http://votesmart.org/canphoto/55856.jpg,475,False,0,,,55856,
1575,Mark R. Warner,Democratic,http://votesmart.org/canphoto/535.JPG,475,False,0,,,535,
1576,Jeffrey Harlan Boss,"Boss for Senate, Nominated by Petition",,476,False,0,,,101973,
1577,Daryl Mikell Brooks,"Nominated by Petition, Poor People's Campaign",,476,False,0,,,43323,
1578,J. M. Carter,"God We Trust, Nominated by Petition",,476,False,0,,,43287,
1579,Frank R. Lautenberg,Democratic,,476,False,0,,,53324,
1580,Sara J. Lobman,"Nominated by Petition, Socialist Workers Party",,476,False,0,,,43161,
1581,Jason M. Scheurer,"Libertarian, Nominated by Petition",http://votesmart.org/canphoto/58148.JPG,476,False,0,,,58148,
1582,Richard Zimmer,Republican,,476,False,0,,,26960,
1583,Thad Cochran,Republican,http://votesmart.org/canphoto/53312.jpg,477,False,1,,,53312,
1584,Erik R. Fleming,Democratic,http://votesmart.org/canphoto/2128.gif,477,False,0,,,2128,
1585,Ronnie Musgrove,Democratic,http://votesmart.org/canphoto/1690.JPG,478,False,0,,,1690,
1586,Roger F. Wicker,Republican,http://votesmart.org/canphoto/21926.gif,478,False,0,,,21926,
1587,Richard M. Fontanesi,Libertarian,,479,False,0,,,35577,
1588,John Neely Kennedy,Republican,,479,False,0,,,35496,
1589,Mary L. Landrieu,Democratic,http://votesmart.org/canphoto/661.JPG,479,False,1,,,661,
1590,Jay Patel,No Party,,479,False,0,,,110561,
1591,Robert Stewart,Other,,479,False,0,,,110562,
1592,Jeff Sessions,Republican ,,480,False,,,58.6%,,
1593,Susan Parker,Democrat,,480,False,,,39.8%,,
1594,Jeff Allen,Libertarian,,480,False,,,1.5%,,
1595,Ted Stevens,Republican ,,481,False,,,78%,,
1596,Frank J. Vondersaar,Democrat,,481,False,,,11%,,
1597,Jim Sykes,Green,,481,False,,,8%,,
1598,Jim Dore,American Independent,,481,False,,,3%,,
1599,Leonard Karpinski,Libertarian,,481,False,,,1%,,
1600,Tim Hutchinson,Republican ,,482,False,,,46.1%,,
1601,Mark Pryor,Democrat,,482,False,,,53.9%,,
1602,Wayne Allard,Republican ,,483,False,,,50.7%,,
1603,Tom Strickland,Democrat,,483,False,,,45.8%,,
1604,"Douglas ""Dayhorse"" Campbell",Constitution,,483,False,,,1.5%,,
1605,Rick Stanley,Libertarian,,483,False,,,1.5%,,
1606,John Heckman,Concerns of People,,483,False,,,0.5%,,
1607,Joe Biden,Democratic ,,484,False,,,58.2%,,
1608,Raymond J. Clatworthy,Republican,,484,False,,,40.8%,,
1609,Maurice Barros,IPD,,484,False,,,0.4%,,
1610,Raymond T. Buranello,Libertarian,,484,False,,,0.4%,,
1611,Robert E. Mattson,Natural Law,,484,False,,,0.2%,,
1612,Max Cleland,Democratic ,,485,False,,,45.9%,,
1613,Saxby Chambliss,Republican,,485,False,,,52.7%,,
1614,Claude Thomas,Libertarian,,485,False,,,1.4%,,
1615,Larry Craig,Republican ,,486,False,,,65%,,
1616,Alan Blinken,Democrat,,486,False,,,33%,,
1617,Donovan Bramwell,Libertarian,,486,False,,,2%,,
1618,Richard Durbin,Democratic ,,487,False,,,60.3%,,
1619,Jim Durkin,Republican,,487,False,,,38%,,
1620,Steven Burgauer,Libertarian,,487,False,,,1.6%,,
1621,Tom Harkin,Democratic ,,488,False,,,54.2%,,
1622,Greg Ganske,Republican,,488,False,,,43.8%,,
1623,Tim Harthan,Green,,488,False,,,1.1%,,
1624,Richard J. Moore,Libertarian,,488,False,,,0.9%,,
1625,Pat Roberts,Republican ,,489,False,,,82.5%,,
1626,Steven A. Rosile,Libertarian,,489,False,,,9.1%,,
1627,George Cook,Reform,,489,False,,,8.4%,,
1628,Mitch McConnell,Republican ,,490,False,,,64.7%,,
1629,Lois Combs Weinberg,Democrat,,490,False,,,35.3%,,
1630,Mary Landrieu,Democratic ,,491,False,,,51.7%,,
1631,Suzanne Haik Terrell,Republican,,491,False,,,48.3%,,
1632,Susan Collins,Republican ,,492,False,,,58.4%,,
1633,Chellie Pingree,Democrat,,492,False,,,41.6%,,
1634,John Kerry,Democratic ,,493,False,,,72.3%,,
1635,Michael E. Cloud,Libertarian,,493,False,,,16.6%,,
1636,Blank/Scattering,Independent,,493,False,,,9.6%,,
1637,Randall Forsberg,Independent,,493,False,,,1.1%,,
1638,Other,Independent,,493,False,,,0.3%,,
1639,Carl Levin,Democratic ,,494,False,,,60.6%,,
1640,Andrew Raczkowski,Republican,,494,False,,,37.9%,,
1641,Eric Borregard,Green,,494,False,,,0.8%,,
1642,John S. Mangopoulos,Reform,,494,False,,,0.4%,,
1643,Doug Dern,Natural Law,,494,False,,,0.3%,,
1644,Norm Coleman,Republican,,495,False,,,49.5%,,
1645,Walter Mondale,DFL,,495,False,,,47.3%,,
1646,Jim Moore,Independence,,495,False,,,2%,,
1647,Paul Wellstone,DFL,,495,False,,,0.5%,,
1648,Ray Tricomo,Green,,495,False,,,0.4%,,
